Sentiment,Label
Si Teacher Dina Lopez a maestra ko,positive
Pwede man na maipabisto mo a kanimong sadiri sa paagi ka pag pagsabi  ka mga paborito ag di gusto,positive
Makatatabang kaya adi sa pagadal mo,positive
Markahan a lebel ka pagkaintindi mo,positive
Isurat a letra ka tamang simbag sa notebook,positive
Pira na a edad mo,neutral
Ako po si Mico,positive
Unum na taon na po,positive
Sari ika nakaistar,neutral
Sari ika pagiiskwila,neutral
Kumusta a unang pagsasanay,positive
Baydun a simbag sa Key to Correction sa pahina,neutral
Unu na simbagan mo sa tama su pagsasanay,neutral
Pwede mo nang gibuwon a Pagsasanay,positive
balikan mo su mga aytem na sala a simbag at adalan utru muli  pagkatapos  magpadagus na sa pagsasanay,neutral
Anapun a bagay na gusto ag paborito ka igin galin sa letrang A paiyan sa letrang B,neutral
Isurat sa notebook a simbag,neutral
Mala mong tibay,positive
Natapos mo a Pagsasanay,positive
Saring parte ka nadipisilan,neutral
Basawun a mga nakasurat sa kawun,neutral
Butangan sa tsek kung tama a simbag sa unga na nakaluug sa parehong kawun saka ekis  kung sala,neutral
Sari ika nakaistar,neutral
Sa San Isidro ako nakaistar,positive
Unu a ngaran mo Lea Simon  a ngaran ko,neutral
Pira na  edad  mo  Nasa Grade One na ako,neutral
Sari ika pagiiskwila  Sira Marta ag Bino a mga kagigin ko,neutral
Unu a paborito mong pagkaun Si Teacher Joy a maestra ko,neutral
Bilib na talaga ko kanimo,positive
Nasimbagan mo ngamin  na pagsasanay,positive
Tsekan mo a simbag gamit a Key to Correction  sa pahina,neutral
Unu namatian mo matapos mong maisiyan a result ku pagpupursige mo sa lambang pagsasanay,neutral
Si Joy usad na magayun ag mabuut na igin,positive
Matibay iyang magkanta saka magbayle,positive
Paborito niyang isupung a asul niyang tsinelas ag rosang badu habang nagtutugtog ka piano,positive
Abu iya ku ataman nirang upus saka ayam ta malang ribuk,negative
Bilugan a mga bagay ag ayup na gusto ag paborito ni Joy base sa isturya ag ikawun man a mga abu niyang bagay o ayup,neutral
Madali mo nang matapos adi aralin,positive
Itsek a   simbag mo gamit a   key to correction sa pahina,neutral
Ipabistu a sadiri,positive
Kumpletuwun a pigaayat na impormasyon manungud kanimo,neutral
Ako po si     na taon na po ako,neutral
Nakaistar po ako sa,neutral
Nagiiskwila po ako sa,neutral
Paborito ko po a prutas ag gulay na,positive
Sa wakas nakaabut na ka sa katapusan ka aralin,positive
Namumuya ko ta natapos mo su mga pagsasanay,positive
Mala mong tibay igin,positive
Pirang bituun kaya a mareresibe mo,positive
Baydun sa ibaba,neutral
Edad ka igin,neutral
Istaran ka igin,neutral
Ngaran ka iskwilan,neutral
Ngaran ka paboritong prutas ag gulay ka igin,neutral
Matuturan mo man na tukuyun kin unu a synonyms o kaya a antonyms ka usad na panguri,neutral
Butangan sa a kurit kin a sarita panguri,neutral
Kin a padis na sasaritaun paryu a gustong sabiyun  binabauy ading Synonyms,neutral
Kin a padis man na sasaritaun magkabaliktaran a gustong sabiyun  binabauy man ading Antonyms,neutral
Isurat a tamang       panguri na inaayat sa linya ka synonyms saka antonyms,positive
A balangkas o outline usad na nakalistang plano ka mga importanteng parte na nakausay base ka tamang pagkasunudsunod ka usad na istorya,positive
Matuturan mo nguwan kin pauunu gibuwun a darwang antas na balangkas twolevel outline ka usad na paisi report o eksperyensya,positive
Intindiyun sa maray kin unu a pamayung paksa saka main idea a mga detalye manungud kadi,positive
Kadaklan ka pamilya agku handang mga masisiram na pagkaun,positive
Agku nakasabit na makukulur na banderitas sa lambang kalye,positive
Tinawan sa pagrumrum ka mga tagabaranggay a kabanalan ni Inang La Purisima,positive
Nagnovena ki Inang La Purisima su mga babaying gurang,positive
Dakul man na kahubinan a nagsulu sa kandila ku kaaldawan sa pista,positive
Kadaklan ka pamilya agku handang masisiram na pagkaun,positive
Agku nakasabit na makukulur na bandeitas sa lambang kalye,positive
Tinawan sa pagrumrum ka mga tagabaranggay a kabanalan ni Inang La Purisima,positive
Nagnovena ki Inang La Purisima su mga babaying gurang,positive
Dakul man na kahubinan a nagsulu sa kandila ku kaaldawan sa pista,positive
Darwa a talatang mababayad kaya darwa man a antas ka balangkas,positive
A lambang antas minarkan ta  sa unaan sa numerong Roman I saka  bilang pamayung paksa ka darwang talata,positive
Sa ibaba agku nakaluug sa gatikut o indented na  dadakulu na letrang A saka B bilang tanda ka detalye,positive
Amu adi nagsusuporta ka pamayung paksa,positive
Magayun a hardin ni nanay,positive
Ibaibang kulur sa burak saka  mga dawun a mababayad,positive
Matataba ngamin a masitas niya,positive
Maataman si nanay ka mga tanum niya,positive
Arualduw niya adi binububu saka inaalinan sa mga manraraut na insekto,positive
Inaabunuwan man niya piripirmi a mga tanum niya,positive
Paunu mo adi gigibuwan sa darwang antas na balangkas,positive
Bayadun kin paunu ginibu,neutral
Sunudun a giya sa ibaba,neutral
Magayun a hardin ni nanay,positive
Ibaibang kulur sa burak saka mga dawun a mababayad,positive
Mataba ngamin a masitas niya    Maataman si nanay ka mga tanum niya,positive
Arualduw niya adi binububu saka inaalinan sa mga manraraut na insekto,positive
Inaabunuwan man niya piripirmi a mga tanum niya,positive
A numerong Roman I saka  ginamit para tanda ka pamayung paksa,neutral
Sinundan sa dakulung letrang A saka B para tanda ka mga detalyeng nagsusuporta,neutral
Purbaran Mo Basawun a lambang teksto,neutral
Isurat sa notebook a nauudang parte ka darwang antas na balangkas,neutral
Nagbisita kami ki Lolo Andoy,positive
Dinaran namo iya sa mga paboito niyang pagkaun,positive
Tinawan iya ni Papa sa pambakal niya sa bulung,positive
Sobra a pagkamuya ni Lolo,positive
Bago kami naguli  ipinasyar niya kami sadtu tanuman niya sa mga gugulayun saka prutas,positive
Pinadaran niya kami sa singkamas sa dakul na pakwan,positive
Nagbisita kami ki Lolo Andoy,positive
Tinawan iya ni Papa sa pambakal niya sa bulung,positive
Ipinasyar kami ni Lolo sadtu tanuman niya sa mga gugulayun saka prutas,positive
A balangkas o outline amu a usad na nakalistang plano ka mga importanteng parte na nakausay base ka tamang pagkasunudsunod ka usad na teksto o istorya,positive
A darwang antas na balangkas twolevel outline agku darwang pamayung paksa na ginagamitan sa numerong Roman na I saka,positive
Sa ibaba kadi agku nakaluug sa gatikut o indented na dakulung letrang A  B o puwedeng umabut sa C bilang pananda ka detalyeng nagsusuporta ka pamayung paksa na mababayd sa talata,positive
Piliun sa luug ka kawun a tamang parte para makumplitu a balangkas,neutral
Isurat a simbag sa kanimong notebook o papel,neutral
Mamuya kaming nagkaraunan kaiba a kanamong mga bisita,neutral
Nguwan na alduw a birthday ni Tatay,positive
Nagpraktis si bunso sa bayli habang si Ate sa pag tugtug ka gitara,positive
Diri niya isi na birthday niya palan nguwan,positive
Nagtabangtabang man kaming magngungud na maglinig sa baluy,positive
Nguwan na alduw a birthday ni Tatay,positive
Naamay na nagmata si Nanay para magsaud sa mga gagamitun ka lulutuun niya,positive
Nagtabangtabang man kaming magngungud na maglinig sa baluy,positive
Nagpraktis si bunso sa bayli habang si Ate sa pag  tugtug ka gitara,positive
Pagabut ni Tatay galin sa trabawu nasorpresa iya kanamo,positive
Diri niya isi na birthday niya palan nguwan,positive
Napaluwa iya sa sobrang muya ku mabayad niya na nagbabayli si bunso sabay ka pagtugtug ni Ate,positive
Mamuya kaming nagkaraunan kaiba a kanamong mga bisita,positive
Naamay na nag mata si Nanay para magsaud,positive
Pagabut ni Tatay galin sa trabawu nasorpresa iya kanamo,positive
Napaluwa iya sa sobrang muya ku mabayad niya na nagbabayli si bunso sabay ka tugtug ni Ate,positive
Dinaran namo iya sa mga paboito niyang pagkaun,positive
Sobra a pagkamuya ni Lolo,positive
Pinadaran niya kami sa singkamas sa dakul na pakwan,positive
Nguwan na alduw a kumplianyu ni Tatay,positive
Nagtabangtabang man kaming magngungud na maglinig sa baluy,positive
Nagpraktis si bunso sa bayli habang si Ate sa pag tugtug ka gitara,positive
Diri niya isi na birthday niya palan nguwan,positive
Mamuya kaming nagkaraunan kaiba a kanamong mga bisita,positive
Puwedeng isurat sa rapotrapot o cursive form arog ka sumusunod,neutral
surat sa rapotrapot sa tamang linya a mga sasaritaon,neutral
Isurat sa rapotrapot sa tamang linya a mga  parirala anggan pangungusap,neutral
Maurot na igin si Nora,positive
Nagkaon kami sa Jollibee,positive
Simbagan a mga unga sa kumpletong pangungusap anggan isurat sa rapot sa kanimong booklet,neutral
Uno a ngaran ka kanimong eskwelan,neutral
Sari ika nakaistar,neutral
Uno a mga paborito mong pagkaon,neutral
Mga siisay a barkada mo,neutral
Nagaataman man a kanimong pamilya sa mga ayop,neutral
Sa leksyon na adi makatutuudun ika sa mga paagi ka tamang pagsasarita depende sa okasyon o nagiirungug,neutral
Makatutuudun kita kin paunu maipaabut a tamang sasaritaun kin nakikipagbisara sa mga tawu kin agku okasyon o mga tawung nagiirungug,positive
Isurat a simbag sa blangko bago a numero,neutral
Ginagamit na saritaun kin nakikibisara sa mga gurang,neutral
Ginagamit na saritaun kin nagsisimbag sa mga gurang,neutral
Agku manlainlain na paagi sa tamang pagsasarita o pagpapaabut sa mensahe ngani ading malinaw saka naiintindiyan,neutral
Nagigin maray a pagpapaabut ka mensahe ka usad na tawung nagsasarita,neutral
agku pagkaintindi ka sinasarita o sinasabi kaipuwan kabisado a paksa o laman ka kanimong sinasabi na agku pagkaintindi sa gramatika,neutral
Kaipuwan agku tiwala sa sadiri kin nagsasarita lalo na sa atubangan ka mga tawu,positive
Luway na boses a kaipuwan sa pagdidiskurso,positive
Tamang tindug saka linaw ka boses nagpapabayad a dapat ipabayad sa tamang pagsasarita,positive
Pagsasarita a bauy ka pagiiras sa ideya  dunung  nasasabutan o namamatian ka usad na tawu,neutral
Nagigin epektibo a pagsasarita o pagpapaabut sa mensahe kin a usad na tawu agku pagkaintindi ka sinasarita,neutral
a alukut na tula saka tandaan a mga tamang gawi sa pagsasarita,neutral
Gamitun a rubrics sa pagmarka ka mga igin,neutral
Tibaad adi matapos na,positive
Ta kami eksayted nang mageskwela,positive
Nganing si Nanay saka Tatay diri na maabala,positive
Sa trabawu maaamay man sira,positive
Ta bahala na kanamo a kanamong maystra,positive
Maray na ramrag,positive
Maray na alduw,positive
Depende sa pagtsek ka maystra,neutral
Sa pagsurat sa reaksyon saka pansadiring opinyon sa mga barita saka isyu natatawan sa pagkakataon a usad na eskwela na mapauswag a kanyang kaisipan,neutral
Sa pagtao sa opinyon o reaksyon kaipuwan maging magalang para makaibitar sa diri pagkakaintindiyan,neutral
Unu a mga health protocols na dapat tang sunudun para makaiwas sa Covid,neutral
A mga namamayu ka Departamento sa Pansalud pirming sirang nagpaparumrum ka mga tawu na magsunod ka health protocol para makaiwas sa Covid,neutral
Migusad nang taon adi pandimya pero kadakul pa     man nanggad ka mga tawung nagkakaagku ka     nasabing virus,neutral
Unu a masasabi mo ka barita,neutral
Para garagatikut mauda na a virus,neutral
Gamitun sa tama a face mask  face shield  kalinigan sa sadiri saka importante a social distancing,positive
Amu di binabauy tang opinyon,neutral
Para kanako  dapat magsunod a mga tawu ka mga health protocol,positive
A opinyon nagsasabi ka sadiring kaisipan o nasasaboot para ka usad na barita  isyu o usipan,positive
Nakakamundu sanang isipun na dawa isi na ka mga tawu a peligrong dara ka virus pero dipisil pa nanggad sirang pasunudun ka mga health protocol na pinapautub ka Departamentong Pansalud,neutral
Amu di halimbawa sa reaksyon,neutral
A reaksyon nagpapabayad kin uno a namamatian mo ka barita  isyu  o usipan,neutral
Pinababayad kin ika uyun o kuntra  namumuya o dismaya,neutral
Mga sasaritaun na ginagamit sa pagtau sa opinyon  o reaksyon,neutral
Purbaran Mo Basawun a isyu saka isurat a simbag sa notebook,neutral
Madali na a pakikipagusip o kumunikasyon ka  mga tawu nguwan dahil ka modernong paagi arug ka cellphone saka internet,positive
Alagad  kadaklan ka mga kabataan ngowan napapabayaan na a paginawa ka mga leksiyon dahil ka pagngayamun sa mobile games,negative
Tapusun a pangungusap,neutral
Isurat a sadiring opinyon  o reaksyon manungud ka isyu,neutral
Pero namumundu ako,negative
A pamilya Ortega diri nalilingaw na magrosaryo arualduw,positive
Kada alais sa ramrag saka gabi pirmi sirang nag aangelus pati na alas dose sa mudtu,positive
Pagkatapos magangelus diritsu na sirang migkaun,positive
Habang nagkakaun nagiistoryan sira,positive
Pirmi sirang muya saka nagkakauusad,positive
Isurat a kanimong opinyon o  reaksyon,neutral
A mga simbag depende ka pagpapaliwanag ka kandang reaksyon o opinyon,neutral
Sa peryodiko o newspaper nababasa a mga importanteng barita saka impormasyon sa luug saka luwas ka kantung nasyun,positive
A peryodiko o newspaper agku manlainlain na parte o seksyon para mabasa a gusto mong maisiyan na isyu,neutral
Unu a dapat gibuwun ka mga tawu para maging maray a kandang salud,positive
Paginawan Mo A mga ritratu sa ibaba amu a ibaibang parte o seksyun ka usad na newspaper,positive
News Page unang seksyon o parte ka maski unung peryodiko o news paper,positive
Obituary Page sadi nababasa su mga ngaran ku mga tawung  nagraraan pa sana  kuno nag raan saka kin kuno ilulubong,positive
Entertainment Page parte ka peryodiko na a tuyo magtao sa  impormasyon o kamuyan ka mga parabasa,positive
Nababasa man sadi a barita tunkol sa mga artista,positive
Sports Page parte ka peryodiko na isinusurat a barita tungkol sa mga  ngayamun o sports,positive
Classified Ads mababasa sadi a tungkol sa mga bakanteng trabaho sa pwedeng pagaplayan,positive
Editorial Page parte ka peryudiko na tinutugutan a mga parasurat na magtau ka kendang opinyon,positive
Business Section nagsasabi sa impormasyon o barita manungud sa Negosyo  stockexchange saka pangkabuhayan na programa o proyekto,positive
Headline parte ka peryudiko na nakasurat sa dadakulong letra na mababayad sa unaan ka peryudiko,positive
Basawun a mga sitwasyun,positive
Isiyun a mga parte o seksyon ka peryodiko na sinasabi,positive
Isurat a tamang letra sa notebook,neutral
Katatapos pa sana ni Sonny sa pagskwela sa accounting,positive
Gusto na niyang magtrabawu,neutral
Unung parti ka peryodiko a pwede niyang basawun,neutral
Gustong maisiyan ni Franco kin unu a bago ku paborito        niyang grupo na basketbolista ku uring ngayamun sa,neutral
Ari a dapat niyang basawun,neutral
Gusto ni Mae na magtao sa opinyon manungod sa usad na isyu kaya nagsurat iya sa usad na peryodikong  nasyonal,positive
Saring parte ka peryodiko adi mababasa,neutral
A legend nagsasabi ka katumbas na bilang ka lambang ritratu o drowing,neutral
Mga unu su parte o seksyon ka peryodiko o newspaper,neutral
Nagpaplano si Mrs  Ramos na magkaagku Christmas programa sa eskwelan,positive
Ipababayad ka mga eskwela a talento nira sa pagkanta,positive
Nagbutuwan su mga igin kin unong kanta a gusto nirang kantawun ka programa,neutral
Sa unang kulum ka table su mga titulu ka kanta,neutral
Sa ikarwang kulum mga drowing na nagrerepresentar ku mga igin na nagpili ka gusto nirang kanta na kakantawun ka Christmas program,neutral
Sa pinakababa ka table amu a legend,neutral
Sa legend mababayad a katumbas na bilang ka lambang drowing o ritratu,neutral
Pirang igin a gustong kantawun Ang Pasko ay Sumapit,positive
Simbagan a mga unga,neutral
Isurat a simbag sa notebook,neutral
Unung kanta a pinakaisi ka mga igin,neutral
Unung kanta a bukong malakabisto ka mga igin,neutral
Pira pang igin a mas tattau ka kantang Babaying Taga Bikol kumpara sa kantang Ano Daw Idtong Sa Gogon,neutral
Pirang igin a nakakaisi ka kantang Sarong Banggi,neutral
Tauno raw ta mas dakul na mga igin na tattau ka kantang Sarong Banggi,neutral
Legeng nagsasabi kin pira a katumbas na bilang ka lambang drowing o ritratu,neutral
Simbagan a mga unga,neutral
Numero ka mga Nagboluntayong Nagtanom,positive
Isurat sa notebook,neutral
Pitsa ku magtanum sa kawuy,positive
Mga boluntaryo na nagtabang sa mga biktima sa kalamidad,positive
Bilang ka mga kawuy na itinanum,positive
Unung alduw nagpuon a pagtanum sa kawuy,positive
Unung Alduw su pinakagagatikut na nagboluntaryong nagtanum,neutral
Taunu raw ta Sabado su pinakadakul na bilang na nagboluntaryong nagtanum,neutral
A mga nagboluntaryo uda klase o luug sa opisina,neutral
